id,workspace_id,user_id,granted_by_user_id,name,permission_code,permission_type,active,applicable_principal_types
perm-expenditure_category-create,default-workspace,superadmin-001,superadmin-001,Expenditure Category: Create,expenditure_category:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-expenditure_category-read,default-workspace,superadmin-001,superadmin-001,Expenditure Category: Read,expenditure_category:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-expenditure_category-update,default-workspace,superadmin-001,superadmin-001,Expenditure Category: Update,expenditure_category:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-expenditure_category-delete,default-workspace,superadmin-001,superadmin-001,Expenditure Category: Delete,expenditure_category:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-expenditure_category-list,default-workspace,superadmin-001,superadmin-001,Expenditure Category: List,expenditure_category:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_item-create,default-workspace,superadmin-001,superadmin-001,Inventory Item: Create,inventory_item:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_item-read,default-workspace,superadmin-001,superadmin-001,Inventory Item: Read,inventory_item:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_item-update,default-workspace,superadmin-001,superadmin-001,Inventory Item: Update,inventory_item:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_item-delete,default-workspace,superadmin-001,superadmin-001,Inventory Item: Delete,inventory_item:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_item-list,default-workspace,superadmin-001,superadmin-001,Inventory Item: List,inventory_item:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial-create,default-workspace,superadmin-001,superadmin-001,Inventory Serial: Create,inventory_serial:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial-read,default-workspace,superadmin-001,superadmin-001,Inventory Serial: Read,inventory_serial:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial-update,default-workspace,superadmin-001,superadmin-001,Inventory Serial: Update,inventory_serial:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial-delete,default-workspace,superadmin-001,superadmin-001,Inventory Serial: Delete,inventory_serial:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial-list,default-workspace,superadmin-001,superadmin-001,Inventory Serial: List,inventory_serial:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_transaction-create,default-workspace,superadmin-001,superadmin-001,Inventory Transaction: Create,inventory_transaction:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_transaction-read,default-workspace,superadmin-001,superadmin-001,Inventory Transaction: Read,inventory_transaction:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_transaction-update,default-workspace,superadmin-001,superadmin-001,Inventory Transaction: Update,inventory_transaction:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_transaction-delete,default-workspace,superadmin-001,superadmin-001,Inventory Transaction: Delete,inventory_transaction:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_transaction-list,default-workspace,superadmin-001,superadmin-001,Inventory Transaction: List,inventory_transaction:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_attribute-create,default-workspace,superadmin-001,superadmin-001,Inventory Attribute: Create,inventory_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_attribute-read,default-workspace,superadmin-001,superadmin-001,Inventory Attribute: Read,inventory_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_attribute-update,default-workspace,superadmin-001,superadmin-001,Inventory Attribute: Update,inventory_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_attribute-delete,default-workspace,superadmin-001,superadmin-001,Inventory Attribute: Delete,inventory_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_attribute-list,default-workspace,superadmin-001,superadmin-001,Inventory Attribute: List,inventory_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_depreciation-create,default-workspace,superadmin-001,superadmin-001,Inventory Depreciation: Create,inventory_depreciation:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_depreciation-read,default-workspace,superadmin-001,superadmin-001,Inventory Depreciation: Read,inventory_depreciation:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_depreciation-update,default-workspace,superadmin-001,superadmin-001,Inventory Depreciation: Update,inventory_depreciation:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_depreciation-delete,default-workspace,superadmin-001,superadmin-001,Inventory Depreciation: Delete,inventory_depreciation:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_depreciation-list,default-workspace,superadmin-001,superadmin-001,Inventory Depreciation: List,inventory_depreciation:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial_history-create,default-workspace,superadmin-001,superadmin-001,Inventory Serial History: Create,inventory_serial_history:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial_history-read,default-workspace,superadmin-001,superadmin-001,Inventory Serial History: Read,inventory_serial_history:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial_history-update,default-workspace,superadmin-001,superadmin-001,Inventory Serial History: Update,inventory_serial_history:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial_history-delete,default-workspace,superadmin-001,superadmin-001,Inventory Serial History: Delete,inventory_serial_history:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-inventory_serial_history-list,default-workspace,superadmin-001,superadmin-001,Inventory Serial History: List,inventory_serial_history:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection-create,default-workspace,superadmin-001,superadmin-001,Collection: Create,collection:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection-read,default-workspace,superadmin-001,superadmin-001,Collection: Read,collection:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection-update,default-workspace,superadmin-001,superadmin-001,Collection: Update,collection:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection-delete,default-workspace,superadmin-001,superadmin-001,Collection: Delete,collection:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection-list,default-workspace,superadmin-001,superadmin-001,Collection: List,collection:list,PERMISSION_TYPE_ALLOW,true,"{1,2,3,4}"
perm-collection_attribute-create,default-workspace,superadmin-001,superadmin-001,Collection Attribute: Create,collection_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_attribute-read,default-workspace,superadmin-001,superadmin-001,Collection Attribute: Read,collection_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_attribute-update,default-workspace,superadmin-001,superadmin-001,Collection Attribute: Update,collection_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_attribute-delete,default-workspace,superadmin-001,superadmin-001,Collection Attribute: Delete,collection_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_attribute-list,default-workspace,superadmin-001,superadmin-001,Collection Attribute: List,collection_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_plan-create,default-workspace,superadmin-001,superadmin-001,Collection Plan: Create,collection_plan:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_plan-read,default-workspace,superadmin-001,superadmin-001,Collection Plan: Read,collection_plan:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_plan-update,default-workspace,superadmin-001,superadmin-001,Collection Plan: Update,collection_plan:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_plan-delete,default-workspace,superadmin-001,superadmin-001,Collection Plan: Delete,collection_plan:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-collection_plan-list,default-workspace,superadmin-001,superadmin-001,Collection Plan: List,collection_plan:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_list-create,default-workspace,superadmin-001,superadmin-001,Price List: Create,price_list:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_list-read,default-workspace,superadmin-001,superadmin-001,Price List: Read,price_list:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_list-update,default-workspace,superadmin-001,superadmin-001,Price List: Update,price_list:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_list-delete,default-workspace,superadmin-001,superadmin-001,Price List: Delete,price_list:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_list-list,default-workspace,superadmin-001,superadmin-001,Price List: List,price_list:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_product-create,default-workspace,superadmin-001,superadmin-001,Price Product: Create,price_product:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_product-read,default-workspace,superadmin-001,superadmin-001,Price Product: Read,price_product:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_product-update,default-workspace,superadmin-001,superadmin-001,Price Product: Update,price_product:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_product-delete,default-workspace,superadmin-001,superadmin-001,Price Product: Delete,price_product:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_product-list,default-workspace,superadmin-001,superadmin-001,Price Product: List,price_product:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product-create,default-workspace,superadmin-001,superadmin-001,Product: Create,product:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product-read,default-workspace,superadmin-001,superadmin-001,Product: Read,product:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product-update,default-workspace,superadmin-001,superadmin-001,Product: Update,product:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product-delete,default-workspace,superadmin-001,superadmin-001,Product: Delete,product:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product-list,default-workspace,superadmin-001,superadmin-001,Product: List,product:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_attribute-create,default-workspace,superadmin-001,superadmin-001,Product Attribute: Create,product_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_attribute-read,default-workspace,superadmin-001,superadmin-001,Product Attribute: Read,product_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_attribute-update,default-workspace,superadmin-001,superadmin-001,Product Attribute: Update,product_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_attribute-delete,default-workspace,superadmin-001,superadmin-001,Product Attribute: Delete,product_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_attribute-list,default-workspace,superadmin-001,superadmin-001,Product Attribute: List,product_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_collection-create,default-workspace,superadmin-001,superadmin-001,Product Collection: Create,product_collection:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_collection-read,default-workspace,superadmin-001,superadmin-001,Product Collection: Read,product_collection:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_collection-update,default-workspace,superadmin-001,superadmin-001,Product Collection: Update,product_collection:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_collection-delete,default-workspace,superadmin-001,superadmin-001,Product Collection: Delete,product_collection:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_collection-list,default-workspace,superadmin-001,superadmin-001,Product Collection: List,product_collection:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option-create,default-workspace,superadmin-001,superadmin-001,Product Option: Create,product_option:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option-read,default-workspace,superadmin-001,superadmin-001,Product Option: Read,product_option:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option-update,default-workspace,superadmin-001,superadmin-001,Product Option: Update,product_option:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option-delete,default-workspace,superadmin-001,superadmin-001,Product Option: Delete,product_option:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option-list,default-workspace,superadmin-001,superadmin-001,Product Option: List,product_option:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option_value-create,default-workspace,superadmin-001,superadmin-001,Product Option Value: Create,product_option_value:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option_value-read,default-workspace,superadmin-001,superadmin-001,Product Option Value: Read,product_option_value:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option_value-update,default-workspace,superadmin-001,superadmin-001,Product Option Value: Update,product_option_value:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option_value-delete,default-workspace,superadmin-001,superadmin-001,Product Option Value: Delete,product_option_value:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_option_value-list,default-workspace,superadmin-001,superadmin-001,Product Option Value: List,product_option_value:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_plan-create,default-workspace,superadmin-001,superadmin-001,Product Plan: Create,product_plan:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_plan-read,default-workspace,superadmin-001,superadmin-001,Product Plan: Read,product_plan:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_plan-update,default-workspace,superadmin-001,superadmin-001,Product Plan: Update,product_plan:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_plan-delete,default-workspace,superadmin-001,superadmin-001,Product Plan: Delete,product_plan:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_plan-list,default-workspace,superadmin-001,superadmin-001,Product Plan: List,product_plan:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant-create,default-workspace,superadmin-001,superadmin-001,Product Variant: Create,product_variant:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant-read,default-workspace,superadmin-001,superadmin-001,Product Variant: Read,product_variant:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant-update,default-workspace,superadmin-001,superadmin-001,Product Variant: Update,product_variant:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant-delete,default-workspace,superadmin-001,superadmin-001,Product Variant: Delete,product_variant:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant-list,default-workspace,superadmin-001,superadmin-001,Product Variant: List,product_variant:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_image-create,default-workspace,superadmin-001,superadmin-001,Product Variant Image: Create,product_variant_image:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_image-read,default-workspace,superadmin-001,superadmin-001,Product Variant Image: Read,product_variant_image:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_image-update,default-workspace,superadmin-001,superadmin-001,Product Variant Image: Update,product_variant_image:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_image-delete,default-workspace,superadmin-001,superadmin-001,Product Variant Image: Delete,product_variant_image:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_image-list,default-workspace,superadmin-001,superadmin-001,Product Variant Image: List,product_variant_image:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_option-create,default-workspace,superadmin-001,superadmin-001,Product Variant Option: Create,product_variant_option:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_option-read,default-workspace,superadmin-001,superadmin-001,Product Variant Option: Read,product_variant_option:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_option-update,default-workspace,superadmin-001,superadmin-001,Product Variant Option: Update,product_variant_option:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_option-delete,default-workspace,superadmin-001,superadmin-001,Product Variant Option: Delete,product_variant_option:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_variant_option-list,default-workspace,superadmin-001,superadmin-001,Product Variant Option: List,product_variant_option:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-resource-create,default-workspace,superadmin-001,superadmin-001,Resource: Create,resource:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-resource-read,default-workspace,superadmin-001,superadmin-001,Resource: Read,resource:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-resource-update,default-workspace,superadmin-001,superadmin-001,Resource: Update,resource:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-resource-delete,default-workspace,superadmin-001,superadmin-001,Resource: Delete,resource:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-resource-list,default-workspace,superadmin-001,superadmin-001,Resource: List,resource:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-record-create,default-workspace,superadmin-001,superadmin-001,Record: Create,record:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-record-read,default-workspace,superadmin-001,superadmin-001,Record: Read,record:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-record-update,default-workspace,superadmin-001,superadmin-001,Record: Update,record:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-record-delete,default-workspace,superadmin-001,superadmin-001,Record: Delete,record:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-record-list,default-workspace,superadmin-001,superadmin-001,Record: List,record:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance-create,default-workspace,superadmin-001,superadmin-001,Balance: Create,balance:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance-read,default-workspace,superadmin-001,superadmin-001,Balance: Read,balance:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance-update,default-workspace,superadmin-001,superadmin-001,Balance: Update,balance:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance-delete,default-workspace,superadmin-001,superadmin-001,Balance: Delete,balance:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance-list,default-workspace,superadmin-001,superadmin-001,Balance: List,balance:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance_attribute-create,default-workspace,superadmin-001,superadmin-001,Balance Attribute: Create,balance_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance_attribute-read,default-workspace,superadmin-001,superadmin-001,Balance Attribute: Read,balance_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance_attribute-update,default-workspace,superadmin-001,superadmin-001,Balance Attribute: Update,balance_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance_attribute-delete,default-workspace,superadmin-001,superadmin-001,Balance Attribute: Delete,balance_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-balance_attribute-list,default-workspace,superadmin-001,superadmin-001,Balance Attribute: List,balance_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice-create,default-workspace,superadmin-001,superadmin-001,Invoice: Create,invoice:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice-read,default-workspace,superadmin-001,superadmin-001,Invoice: Read,invoice:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice-update,default-workspace,superadmin-001,superadmin-001,Invoice: Update,invoice:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice-delete,default-workspace,superadmin-001,superadmin-001,Invoice: Delete,invoice:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice-list,default-workspace,superadmin-001,superadmin-001,Invoice: List,invoice:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice_attribute-create,default-workspace,superadmin-001,superadmin-001,Invoice Attribute: Create,invoice_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice_attribute-read,default-workspace,superadmin-001,superadmin-001,Invoice Attribute: Read,invoice_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice_attribute-update,default-workspace,superadmin-001,superadmin-001,Invoice Attribute: Update,invoice_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice_attribute-delete,default-workspace,superadmin-001,superadmin-001,Invoice Attribute: Delete,invoice_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-invoice_attribute-list,default-workspace,superadmin-001,superadmin-001,Invoice Attribute: List,invoice_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license-create,default-workspace,superadmin-001,superadmin-001,License: Create,license:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license-read,default-workspace,superadmin-001,superadmin-001,License: Read,license:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license-update,default-workspace,superadmin-001,superadmin-001,License: Update,license:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license-delete,default-workspace,superadmin-001,superadmin-001,License: Delete,license:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license-list,default-workspace,superadmin-001,superadmin-001,License: List,license:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license_history-create,default-workspace,superadmin-001,superadmin-001,License History: Create,license_history:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license_history-read,default-workspace,superadmin-001,superadmin-001,License History: Read,license_history:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license_history-update,default-workspace,superadmin-001,superadmin-001,License History: Update,license_history:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license_history-delete,default-workspace,superadmin-001,superadmin-001,License History: Delete,license_history:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-license_history-list,default-workspace,superadmin-001,superadmin-001,License History: List,license_history:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan-create,default-workspace,superadmin-001,superadmin-001,Plan: Create,plan:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan-read,default-workspace,superadmin-001,superadmin-001,Plan: Read,plan:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan-update,default-workspace,superadmin-001,superadmin-001,Plan: Update,plan:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan-delete,default-workspace,superadmin-001,superadmin-001,Plan: Delete,plan:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan-list,default-workspace,superadmin-001,superadmin-001,Plan: List,plan:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_attribute-create,default-workspace,superadmin-001,superadmin-001,Plan Attribute: Create,plan_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_attribute-read,default-workspace,superadmin-001,superadmin-001,Plan Attribute: Read,plan_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_attribute-update,default-workspace,superadmin-001,superadmin-001,Plan Attribute: Update,plan_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_attribute-delete,default-workspace,superadmin-001,superadmin-001,Plan Attribute: Delete,plan_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_attribute-list,default-workspace,superadmin-001,superadmin-001,Plan Attribute: List,plan_attribute:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_settings-create,default-workspace,superadmin-001,superadmin-001,Plan Settings: Create,plan_settings:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_settings-read,default-workspace,superadmin-001,superadmin-001,Plan Settings: Read,plan_settings:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_settings-update,default-workspace,superadmin-001,superadmin-001,Plan Settings: Update,plan_settings:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_settings-delete,default-workspace,superadmin-001,superadmin-001,Plan Settings: Delete,plan_settings:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-plan_settings-list,default-workspace,superadmin-001,superadmin-001,Plan Settings: List,plan_settings:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_plan-create,default-workspace,superadmin-001,superadmin-001,Price Plan: Create,price_plan:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_plan-read,default-workspace,superadmin-001,superadmin-001,Price Plan: Read,price_plan:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_plan-update,default-workspace,superadmin-001,superadmin-001,Price Plan: Update,price_plan:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_plan-delete,default-workspace,superadmin-001,superadmin-001,Price Plan: Delete,price_plan:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_plan-list,default-workspace,superadmin-001,superadmin-001,Price Plan: List,price_plan:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_schedule-create,default-workspace,superadmin-001,superadmin-001,Price Schedule: Create,price_schedule:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_schedule-read,default-workspace,superadmin-001,superadmin-001,Price Schedule: Read,price_schedule:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_schedule-update,default-workspace,superadmin-001,superadmin-001,Price Schedule: Update,price_schedule:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_schedule-delete,default-workspace,superadmin-001,superadmin-001,Price Schedule: Delete,price_schedule:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-price_schedule-list,default-workspace,superadmin-001,superadmin-001,Price Schedule: List,price_schedule:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_price_plan-create,default-workspace,superadmin-001,superadmin-001,Product Price Plan: Create,product_price_plan:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_price_plan-read,default-workspace,superadmin-001,superadmin-001,Product Price Plan: Read,product_price_plan:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_price_plan-update,default-workspace,superadmin-001,superadmin-001,Product Price Plan: Update,product_price_plan:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_price_plan-delete,default-workspace,superadmin-001,superadmin-001,Product Price Plan: Delete,product_price_plan:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-product_price_plan-list,default-workspace,superadmin-001,superadmin-001,Product Price Plan: List,product_price_plan:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription-create,default-workspace,superadmin-001,superadmin-001,Subscription: Create,subscription:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription-read,default-workspace,superadmin-001,superadmin-001,Subscription: Read,subscription:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription-update,default-workspace,superadmin-001,superadmin-001,Subscription: Update,subscription:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription-delete,default-workspace,superadmin-001,superadmin-001,Subscription: Delete,subscription:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription-list,default-workspace,superadmin-001,superadmin-001,Subscription: List,subscription:list,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription_attribute-create,default-workspace,superadmin-001,superadmin-001,Subscription Attribute: Create,subscription_attribute:create,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription_attribute-read,default-workspace,superadmin-001,superadmin-001,Subscription Attribute: Read,subscription_attribute:read,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription_attribute-update,default-workspace,superadmin-001,superadmin-001,Subscription Attribute: Update,subscription_attribute:update,PERMISSION_TYPE_ALLOW,true,"{1,2}"
perm-subscription_attribute-delete,default-workspace,superadmin-001,superadmin-001,Subscription Attribute: Delete,subscription_attribute:delete,PERMISSION_TYPE_ALLOW,true,"{1,2}"
